variableMetadata	mz	rt
M574.441T1080	574.4413102	1079.774127
M574.957T45	574.9567253	45.33528831
M575.94T42	575.9397521	41.66958603
M575.959T44	575.9587127	44.37478667
M576.949T40	576.9488507	40.34026488
M577.292T998	577.2920806	998.3203898
M578.258T989	578.2581076	989.2622224
M578.974T53	578.9738814	52.56917164
M579.182T335	579.1815503	334.9555964
M579.307T1062	579.307373	1061.906255
M583.263T1046	583.2625461	1045.516651
M583.271T1069	583.2714434	1069.120248
M584.272T1069	584.2721777	1069.109338
M585.301T718	585.3011183	718.2827619
M586.245T969	586.2448693	969.1771752
M587.128T66	587.1278186	65.82901513
M588.126T116	588.1256649	115.5182392
M588.13T66	588.1301636	65.75491448
M588.927T36	588.9271345	36.34521422
M589.132T115	589.1319489	115.4869398
M590.441T1079	590.4411826	1078.929144
M590.648T1079	590.6479525	1078.661532
M591.006T1374	591.0064971	1373.528384
M591.444T1079	591.4439942	1078.900703
M592.446T1079	592.4463248	1078.850836
M594.944T38	594.9441856	38.04506516
M595.164T844	595.1636481	844.0656346
M595.397T1079	595.3971382	1078.889556
M595.603T1079	595.6034864	1078.661532
M595.702T1079	595.7020513	1078.661532
M596.341T461	596.3407795	461.084279
M596.4T1079	596.3999852	1078.957585
M596.605T1079	596.6049193	1079.256409
M597.022T1373	597.0220751	1373.128235
M597.402T1079	597.4022059	1079.116326
M598.021T1373	598.0213276	1373.009154
M598.324T992	598.3236453	992.2789758
M598.405T1079	598.4050096	1078.661532
M599.327T992	599.3265931	992.1740516
M599.404T320	599.4039832	319.9210831
M600.407T322	600.4070728	321.8979438
M601.296T460	601.2962641	460.3592219
M602.258T981	602.2583851	980.6905405
M602.3T461	602.2997389	460.5242543
M602.967T55	602.9666268	55.26447043
M603.312T1045	603.3116052	1044.742373
M604.275T1019	604.2745762	1019.228874
M604.367T551	604.3673206	550.975531
M604.455T1092	604.4545184	1092.297908
M605.278T1011	605.278003	1011.325993
M605.439T1090	605.4393144	1089.72583
M605.446T1091	605.446245	1090.866352
M606.291T1051	606.2905108	1051.461014
M606.979T1376	606.9789927	1376.126775
M607.213T462	607.2131424	462.4885871
M607.23T1039	607.2296432	1039.295971
M607.293T1052	607.2931325	1051.970316
M608.98T1374	608.9795648	1373.956518
M609.209T1043	609.2092946	1043.385204
M609.41T1092	609.410411	1092.013944
M610.35T1005	610.3499811	1005.213146
M610.976T1374	610.9758005	1373.79485
M611.184T457	611.1839943	456.9233918
M611.353T1005	611.3529628	1005.009717
M611.37T1079	611.36976	1079.103985
M612.366T1038	612.3658645	1037.575564
M612.374T1079	612.3741348	1078.850836
M612.987T1372	612.9869615	1371.946412
M613.372T1079	613.3724667	1078.850836
M614.345T972	614.3446357	972.0019436
M615.348T972	615.347978	971.7998704
M616.935T1381	616.9347389	1381.065299
M617.367T389	617.3666344	388.6721634
M617.37T461	617.3703773	461.4439976
M618.472T1079	618.4721207	1078.715937
M621.388T316	621.3878937	315.8425113
M622.324T990	622.3242919	989.5119403
M622.392T317	622.3924193	317.263785
M623.328T984	623.3275424	983.6611932
M623.455T1014	623.4546803	1014.134937
M624.341T1018	624.3410672	1018.333109
M625.078T66	625.0784781	65.81076175
M625.169T535	625.1694916	535.2711867
M625.206T496	625.2059527	495.8026735
M625.206T433	625.2055075	433.3777228
M625.205T665	625.2051974	665.0013477
M625.344T1014	625.3438227	1013.898758
M625.471T1047	625.4706972	1046.649526
M626.173T535	626.1725676	535.3008413
M626.209T496	626.2089448	495.754361
M626.346T1014	626.3460138	1013.987969
M626.357T1047	626.3570333	1046.597223
M627.211T496	627.2108844	495.716617
M627.36T1046	627.3597229	1046.429718
M628.362T1046	628.3617432	1046.362066
M628.566T1399	628.5656946	1398.704162
M628.566T1421	628.5657819	1421.087173
M628.566T1488	628.5655682	1488.435791
M628.566T1454	628.5656735	1453.547715
M628.565T29	628.5653413	29.21903022
M629.568T1402	629.5684615	1402.388722
M629.568T1491	629.5683777	1490.978178
M630.57T1398	630.5704198	1397.536274
M630.571T1490	630.5710244	1489.649588
M632.332T1005	632.3319869	1004.922419
M633.155T992	633.1551917	992.3018811
M633.183T116	633.1832173	115.5371571
M633.371T1080	633.3713483	1079.976148
M633.521T1385	633.5211035	1384.819449
M633.521T1487	633.5206544	1487.078636
M634.186T116	634.185871	115.5050119
M634.469T1078	634.4689393	1078.01043
M634.524T1384	634.5240909	1384.435051
M634.524T1491	634.5238201	1490.757366
M634.679T1078	634.6788018	1077.981912
M635.471T1078	635.4713161	1077.940255
M636.327T972	636.3268123	971.7612135
M636.475T1078	636.4745865	1077.981912
M637.321T1109	637.3209164	1108.668132
M637.36T323	637.3599083	322.5783812
M637.442T1103	637.4420222	1103.363765
M637.473T1078	637.4729376	1078.077919
M638.324T1109	638.3241004	1108.612499
M638.345T962	638.3448005	962.4581809
M638.361T313	638.3606207	313.016017
M639.348T962	639.3476456	962.0925472
M639.352T389	639.3520826	388.7154004
M639.353T461	639.352574	461.4439976
M639.424T1078	639.4238606	1078.000084
M639.636T1078	639.6357017	1077.981912
M639.74T1078	639.7402475	1077.981912
M640.362T997	640.3615248	997.1099878
M640.405T790	640.404583	789.9681506
M640.427T1078	640.4268612	1077.990998
M640.639T1078	640.6394803	1077.981912
M641.364T997	641.3635699	997.1029845
M641.427T1078	641.4267027	1077.981912
M642.266T1015	642.2656925	1015.107588
M642.366T997	642.3658778	996.8237334
M642.377T1030	642.3771796	1030.252598
M642.428T1078	642.4276457	1078.173926
M642.544T1340	642.5437176	1340.340887
M643.379T1030	643.379211	1030.187595
M644.393T1078	644.3931473	1077.506461
M645.361T790	645.3608043	789.6936833
M647.151T535	647.1512686	535.0824253
M647.187T666	647.1874571	665.5145295
M647.5T1338	647.499882	1338.464594
M647.5T1361	647.4998579	1360.770389
M648.481T1091	648.480719	1091.084819
M648.503T1343	648.5030256	1342.7409
M649.243T1045	649.2430752	1045.244595
M649.495T1484	649.4947492	1483.866873
M649.495T1383	649.4950885	1383.255485
M649.495T39	649.4953736	38.74861248
M649.495T1423	649.4949395	1422.633382
M650.499T1384	650.4990512	1383.654148
M650.499T1488	650.4991397	1488.023792
M650.5T1421	650.4995817	1420.929876
M651.952T46	651.9518262	45.55430619
M653.237T502	653.2372962	501.9497572
M653.439T1091	653.4391866	1091.207793
M654.241T502	654.2405709	501.9656351
M654.44T1091	654.4396299	1091.221489
M654.953T38	654.9534754	38.02178447
M654.961T52	654.9607527	52.29229259
M655.198T936	655.19833	935.849948
M655.398T1078	655.3980417	1077.943758
M655.505T1287	655.504855	1286.603703
M656.402T1078	656.4015958	1077.981912
M656.596T1400	656.5961243	1400.210009
M657.401T1078	657.4013583	1077.981912
M657.512T1373	657.5115081	1373.307876
M659.303T1108	659.3028858	1108.141587
M660.263T989	660.2628009	989.2472652
M660.327T962	660.3268909	962.425379
M662.344T997	662.3437762	997.0436365
M662.498T1078	662.4984323	1077.702015
M663.347T997	663.3467491	996.7959006
M664.359T1030	664.3593123	1030.027789
M665.201T632	665.2010373	632.3548634
M666.205T632	666.2046747	632.3027205
M667.181T607	667.1808473	606.5091295
M669.592T1390	669.5918532	1390.226467
M670.93T38	670.9303128	38.04506516
M673.011T1373	673.0105804	1373.367787
M675.147T1026	675.1471905	1025.951808
M675.296T1069	675.2963596	1068.562741
M676.151T1026	676.1510061	1026.041932
M677.167T844	677.1674502	844.0208253
M677.402T1079	677.4016663	1078.661532
M678.496T1077	678.4957358	1076.992008
M678.716T1077	678.7156988	1076.687289
M679.025T1373	679.0254525	1373.256867
M679.498T1077	679.498111	1077.07971
M680.328T992	680.3275482	992.2634591
M680.501T1077	680.5014343	1076.622133
M681.141T457	681.1409336	456.9455342
M681.269T568	681.2690774	567.8918534
M681.5T1077	681.500104	1076.721066
M682.272T568	682.2723155	567.8301056
M683.451T1077	683.4510649	1076.863616
M683.669T1077	683.6685272	1076.622133
M683.776T1077	683.7758954	1076.721066
M684.263T980	684.2629391	980.4418823
M684.325T997	684.3253265	996.7959006
M684.456T1077	684.4555458	1076.82
M684.674T1077	684.6743102	1076.622133
M685.458T1077	685.457572	1076.622133
M686.279T1019	686.27929	1019.272933
M686.463T1077	686.4631354	1076.687289
M688.295T1044	688.2953469	1044.259331
M688.983T1375	688.9833931	1375.354868
M690.984T1374	690.9840124	1373.83177
M691.218T840	691.2175989	840.4847211
M692.22T840	692.2204997	840.1552148
M692.514T1090	692.5139837	1090.491087
M692.98T1374	692.9799703	1373.760161
M693.505T1089	693.5046327	1089.105818
M697.467T1090	697.4673159	1090.042709
M699.426T1077	699.4255965	1076.622133
M700.426T1077	700.4261185	1076.588356
M701.429T1077	701.4290317	1076.622133
M704.228T41	704.2284745	41.45700682
M704.328T993	704.3283361	993.3685133
M704.73T41	704.7301732	41.44646298
M706.345T1014	706.3449972	1014.111326
M706.527T1077	706.5274066	1076.687289
M707.213T732	707.21272	731.9066393
M707.348T1014	707.3479719	1014.134937
M707.538T1326	707.5375234	1325.840879
M708.216T732	708.2162335	731.7645933
M708.361T1047	708.3610219	1046.764374
M709.228T762	709.2281813	761.8823051
M709.364T1047	709.3638872	1046.701272
M709.508T46	709.5079875	46.12557799
M713.2T840	713.1998598	840.0797506
M713.438T424	713.4377289	423.9004772
M713.437T370	713.4371531	370.3423345
M715.525T1376	715.5247889	1376.446564
M716.535T1376	716.5347284	1375.810276
M721.429T1078	721.4287365	1077.981912
M722.519T1076	722.5193264	1076.105191
M723.208T567	723.2076166	566.5846271
M723.526T1076	723.5259876	1076.42891
M724.211T567	724.2108626	566.5976194
M724.528T1075	724.5277781	1075.466034
M725.223T588	725.2234595	588.3637288
M725.583T1340	725.582802	1340.219125
M726.523T1098	726.5227196	1097.540168
M726.586T1341	726.5855918	1340.646201
M727.484T1076	727.4838311	1076.011699
M727.505T1086	727.5046594	1086.359755
M727.587T1341	727.5874723	1340.571826
M727.703T1076	727.7027959	1075.94218
M728.271T627	728.2708197	627.4666736
M728.484T1076	728.4839925	1076.005979
M728.541T1041	728.5405742	1041.341149
M729.195T732	729.1947242	731.9066393
M729.274T628	729.2741014	627.5789615
M729.489T1076	729.4888349	1076.005979
M729.543T1053	729.5434152	1052.87871
M730.557T1074	730.5574289	1073.523489
M730.948T62	730.9483789	62.23268107
M731.561T1072	731.5609027	1071.948959
M731.95T37	731.9497928	36.93217202
M732.572T1053	732.5718535	1053.142824
M733.226T628	733.2262182	627.670374
M734.229T627	734.229448	627.4577338
M735.332T990	735.3316628	990.2989825
M735.419T422	735.4194953	422.2845638
M735.416T367	735.4164173	367.034138
M736.51T1088	736.5101024	1088.479869
M736.964T52	736.9636613	52.2108911
M737.202T936	737.2023445	935.849948
M737.514T1087	737.5139995	1086.614401
M738.52T1375	738.5204735	1374.959271
M738.524T1084	738.5235893	1083.718249
M740.539T1375	740.5388225	1375.270342
M740.542T1050	740.5415983	1050.317781
M740.541T1007	740.5413252	1006.863266
M741.544T1076	741.5440943	1076.143022
M741.546T1376	741.5457971	1375.714159
M742.554T1375	742.5539075	1375.471796
M743.45T1076	743.4502279	1075.905558
M743.557T1376	743.5573347	1375.546193
M743.559T1050	743.5592066	1049.738045
M744.267T552	744.2667648	552.2008647
M744.457T1076	744.4574212	1075.94218
M745.19T566	745.1901718	566.188058
M745.27T552	745.2695825	552.2142888
M745.457T1076	745.4566283	1075.94218
M746.272T552	746.2715457	552.1282955
M749.222T552	749.2220672	552.2019184
M750.225T552	750.2251171	552.2019184
M751.391T418	751.3905269	417.5974887
M751.394T437	751.3941795	436.9092063
M751.391T370	751.3905214	370.3403671
M752.539T1040	752.5393285	1039.523116
M752.538T1007	752.5384376	1007.259486
M752.54T1078	752.5401355	1078.353005
M753.544T1078	753.5439436	1078.096537
M753.543T1008	753.5432995	1007.52387
M754.555T1007	754.5546014	1007.407307
M754.555T1039	754.555274	1038.595429
M754.555T1079	754.5550258	1078.551148
M755.015T1373	755.0150712	1373.442802
M755.558T1008	755.5584604	1007.6391
M755.559T1052	755.559206	1051.560421
M756.571T1009	756.5708422	1009.355949
M756.572T1052	756.5720995	1051.530906
M759.358T1012	759.3581428	1011.718671
M761.032T1373	761.0324152	1373.357007
M762.331T992	762.3314371	992.2814609
M762.52T1374	762.5201205	1374.122407
M762.524T1084	762.5237931	1083.651045
M763.386T1020	763.3861537	1020.065579
M764.538T1007	764.5382286	1006.719208
M764.536T1374	764.5360744	1374.014068
M764.539T1077	764.5389852	1076.991342
M766.555T1075	766.5549822	1074.916023
M766.781T1075	766.7805368	1074.653163
M767.554T1075	767.5541402	1074.680591
M768.283T1019	768.283463	1018.974868
M768.55T1075	768.5496871	1074.789037
M768.547T281	768.5467137	280.9588297
M769.288T413	769.2880416	412.7043731
M769.552T1075	769.5518627	1074.680591
M770.987T1375	770.9873563	1374.70673
M771.18T66	771.1795849	65.90135616
M771.507T1075	771.5072193	1075.043009
M771.736T1075	771.735653	1074.572146
M772.182T66	772.1818078	65.85011451
M772.513T1075	772.5126476	1074.789037
M772.988T1374	772.988213	1373.787484
M773.396T936	773.3962932	935.849948
M773.509T1075	773.5092899	1074.680591
M774.4T936	774.4001804	935.9396024
M774.522T1077	774.5223156	1076.576262
M774.985T1374	774.9847651	1373.729084
M778.554T998	778.5538652	997.8737645
M778.555T1067	778.5552209	1066.750077
M778.555T1037	778.5549277	1037.168661
M778.556T1091	778.5561463	1091.100847
M779.549T1371	779.5493301	1371.109078
M779.558T1050	779.5584427	1050.260686
M779.558T1007	779.557624	1007.320806
M780.571T1040	780.5714049	1039.785801
M780.57T1007	780.5704218	1007.313614
M780.572T1079	780.5722016	1078.77353
M781.574T1008	781.5737347	1007.596874
M781.575T1051	781.5747047	1050.819367
M781.576T1091	781.5756202	1091.15912
M782.588T1009	782.587695	1009.096737
M782.584T1375	782.58374	1374.592179
M782.588T1042	782.5884744	1041.664819
M782.59T1080	782.5895719	1079.934331
M782.588T1126	782.5878587	1125.900917
M783.593T1083	783.5934856	1082.596618
M783.592T1010	783.5918743	1009.520671
M783.593T1042	783.5928541	1041.876202
M784.605T1078	784.6048265	1078.096537
M785.511T1085	785.5108916	1084.517472
M786.52T1086	786.5202328	1086.224972
M786.52T382	786.5198905	382.4954286
M787.262T496	787.2616042	495.8370631
M787.261T434	787.2613953	433.5450156
M788.265T496	788.2647318	495.8370631
M788.349T1015	788.349423	1014.775007
M789.267T496	789.2668195	495.7921049
M789.353T1015	789.35269	1014.569045
M790.365T1047	790.3654805	1046.889024
M793.352T934	793.3524269	934.4390259
M795.353T843	795.3533801	843.4304162
M795.353T908	795.3528083	908.1028686
M795.354T966	795.3538317	965.7776019
M795.352T786	795.3523239	786.2235765
M795.36T930	795.3601298	929.8570583
M795.379T936	795.3787714	935.849948
M795.584T843	795.5843542	843.3273738
M795.611T936	795.6114545	935.849948
M795.708T843	795.7078992	843.3273738
M795.735T936	795.7345682	935.849948
M796.357T843	796.3565249	843.4286345
M796.357T966	796.3573785	965.7776019
M796.356T786	796.3559994	786.1927937
M796.363T930	796.3633365	929.6652804
M796.356T908	796.3560772	908.2602681
M796.383T936	796.3829236	935.849948
M796.588T843	796.5884164	843.3273738
M796.617T936	796.6168265	935.849948
M797.356T966	797.3558402	965.6646451
M797.359T843	797.3589161	843.3643973
M797.36T908	797.3604649	908.2602681
M797.385T936	797.385327	935.9396024
M798.362T843	798.3615952	843.3273738
M798.388T936	798.3880801	935.849948
M799.22T911	799.2200279	910.8758532
M799.22T786	799.2197248	786.4601369
M799.36T843	799.3601928	843.2015429
M800.223T786	800.2228793	786.4601369
M800.223T911	800.2231568	910.869862
M800.541T1092	800.5406651	1091.660381
M801.543T1092	801.5434658	1092.085578
M802.007T1014	802.0065607	1013.517171
M802.556T1092	802.5560084	1091.766349
M803.559T1091	803.5592874	1091.009168
M804.572T1037	804.5715705	1036.62361
M804.572T1079	804.5724191	1079.16646
M804.571T998	804.5706178	997.8155648
M805.03T1046	805.0304765	1046.191214
M805.576T1079	805.5756282	1079.16646
M805.574T1027	805.574486	1027.060222
M806.588T1079	806.5876038	1078.944662
M807.591T1079	807.5910379	1078.744027
M808.251T457	808.250727	456.8559443
M809.244T496	809.2441761	495.8898564
M809.244T433	809.2438229	433.4789281
M809.487T1076	809.4874591	1075.667485
M810.247T496	810.2472409	495.84254
M810.577T1074	810.577495	1073.841361
M811.247T496	811.2474831	495.713886
M811.261T457	811.260787	456.869387
M811.328T863	811.3278166	862.6056947
M811.342T843	811.3421779	843.3273738
M811.347T787	811.346546	786.8782673
M811.35T936	811.3501913	935.849948
M811.495T457	811.4951482	456.7296955
M811.581T1074	811.5806833	1073.633209
M812.264T457	812.263729	456.8550793
M812.345T844	812.3453833	843.6965042
M812.356T936	812.3564742	935.849948
M812.582T1074	812.5823744	1073.841361
M812.952T52	812.9524945	52.11857834
M813.265T457	813.2649016	456.8106391
M813.356T936	813.3557122	935.849948
M813.544T76	813.5437827	76.09268906
M814.266T457	814.2664565	456.7296955
M814.547T76	814.5467611	76.09268906
M815.214T705	815.2143279	705.2885228
M815.293T502	815.2928773	501.9442608
M815.532T1074	815.5315922	1073.892064
M816.296T502	816.296072	501.9244879
M816.537T1074	816.5367442	1073.976695
M817.334T843	817.3339655	843.3273738
M817.535T1074	817.5347258	1073.866712
M818.338T843	818.337574	843.3273738
M818.54T1074	818.5401272	1073.841361
M820.542T1374	820.5422425	1373.893993
M820.992T1370	820.9918948	1369.72009
M821.18T41	821.1801321	41.4260956
M822.558T1374	822.5581857	1373.919894
M823.388T954	823.3884807	953.567186
M827.23T457	827.2299115	456.9556342
M827.257T488	827.2573289	487.6261365
M827.258T430	827.2576105	429.5299252
M827.289T843	827.2893444	843.3273738
M828.261T430	828.2605959	429.5299252
M828.26T488	828.2604333	487.5132399
M829.263T430	829.2631686	429.5553778
M829.543T1087	829.5425612	1087.049761
M831.507T1074	831.5065993	1073.892064
M832.516T1074	832.5160294	1073.633209
M833.241T457	833.240541	457.0894815
M837.019T1373	837.0189028	1373.378567
M837.274T502	837.2744516	502.0302426
M838.278T502	838.2775507	502.0302426
M843.198T457	843.1978583	456.869387
M843.324T568	843.3244323	567.8061211
M844.201T457	844.2007146	456.7562449
M845.2T457	845.1999487	456.9455342
M849.239T429	849.2387602	429.3451051
M851.416T953	851.4161355	952.8954208
M852.421T953	852.4214018	952.893265
M852.991T1374	852.9909972	1374.460659
M853.306T844	853.3055308	843.5297569
M853.511T1075	853.51135	1074.653163
M854.604T1073	854.6038439	1072.531769
M854.992T1374	854.9921437	1373.756806
M855.34T968	855.3402533	968.0474392
M855.606T1073	855.6064145	1072.531769
M856.608T1073	856.6076882	1072.531769
M859.561T1073	859.5608979	1072.618674
M860.556T1373	860.5555915	1373.384877
M860.56T1051	860.5599614	1051.043211
M861.563T1055	861.5634968	1055.032121
M861.565T1073	861.5651318	1072.618674
M862.571T1373	862.5705257	1373.276873
M862.572T1073	862.5716893	1072.748031
M863.575T1374	863.5748437	1373.527291
M865.307T568	865.3070342	567.8061211
M867.324T522	867.3235947	522.3815954
M868.327T522	868.3268752	522.3815954
M869.329T522	869.3288291	522.4516686
M870.354T1015	870.3540801	1014.717712
M872.37T1048	872.3702613	1047.504696
M875.539T1073	875.5391045	1072.618674
M877.384T936	877.383574	935.849948
M883.547T1375	883.5472829	1375.127568
M884.554T1374	884.553565	1373.893993
M885.561T1375	885.5612336	1374.645014
M886.572T1373	886.5721683	1373.388621
M886.575T1007	886.5746812	1006.881777
M887.575T1373	887.5746836	1373.307876
M887.578T1017	887.5784036	1016.721825
M888.588T1373	888.588208	1373.307876
M888.591T1027	888.591336	1027.030469
M888.934T37	888.9343206	37.3647973
M889.576T617	889.5759912	617.4770608
M889.592T1373	889.5915364	1373.320126
M891.251T440	891.2510898	440.3871952
M892.254T440	892.2541525	440.4074557
M895.282T490	895.2816833	489.7314989
M897.539T1074	897.5391243	1073.633209
M898.629T1072	898.6292736	1071.813213
M899.633T1072	899.6328875	1071.851556
M900.626T1072	900.6261905	1071.851556
M903.569T989	903.5685323	989.2012547
M903.589T1072	903.5887923	1072.033821
M904.594T1072	904.5941963	1071.942104
M905.589T1072	905.5885888	1071.832384
M919.023T1373	919.0233913	1373.292375
M919.561T1072	919.5614265	1071.942104
M920.558T1072	920.5583187	1071.961275
M925.029T1372	925.0289925	1371.922891
M927.566T990	927.5663392	989.9293541
M934.994T1374	934.9938008	1374.033605
M936.996T1373	936.9963234	1373.320126
M941.559T1073	941.5589903	1072.6399
M942.652T1070	942.6516364	1070.470929
M943.654T1070	943.6543318	1070.470929
M947.614T1070	947.6135116	1070.480991
M948.605T1071	948.6049248	1070.598943
M949.549T990	949.5487602	989.9293541
M949.613T1070	949.6130087	1070.470929
M951.568T981	951.5679268	980.561028
M955.602T1011	955.6017746	1011.367619
M956.605T1011	956.604892	1011.316517
M957.607T1011	957.6068644	1011.14355
M959.633T1044	959.6327396	1044.052694
M960.636T1048	960.6355667	1047.861716
M961.275T786	961.2750697	786.4107324
M963.583T1071	963.583426	1070.598943
M977.584T1011	977.5835139	1011.04195
M978.586T1011	978.5862229	1011.03924
M981.615T1044	981.6147331	1044.043425
M986.682T1070	986.6817271	1069.800642
M987.682T1070	987.6816591	1069.787666
M991.641T1070	991.6412197	1069.907261
M992.644T1070	992.6439286	1069.907261
M997.648T1013	997.6483183	1012.683683
M998.651T1013	998.6513403	1012.763915
M1000.573T1020	1000.572741	1019.588239
M1001.679T1045	1001.679281	1045.407109
M1002.682T1045	1002.682372	1045.489397
M1018.993T1373	1018.99256	1373.008258
M1019.631T1013	1019.631396	1012.708924
M1019.702T966	1019.701656	965.8091686
M1019.714T937	1019.71401	937.2919317
M1020.634T1013	1020.633957	1012.67588
M1020.706T966	1020.7057	966.1494147
M1020.717T937	1020.717416	937.2919317
M1023.663T1045	1023.662572	1045.410526
M1024.664T1045	1024.664322	1045.363343
M1033.645T993	1033.644632	992.8094628
M1035.668T1069	1035.667762	1068.553907
M1039.698T1013	1039.697597	1013.355568
M1040.701T1013	1040.700553	1013.315758
M1041.62T1019	1041.620146	1019.272933
M1043.729T1046	1043.729224	1046.089508
M1044.732T1046	1044.731718	1046.093653
M1061.68T1014	1061.680096	1013.59542
M1062.683T1014	1062.68279	1013.701114
M1063.684T1014	1063.683864	1013.59542
M1065.712T1046	1065.711697	1046.157088
M1066.715T1046	1066.715093	1046.144592
M1067.717T1046	1067.716885	1046.096899
M1143.683T1014	1143.682656	1014.041402
M1144.686T1014	1144.685696	1014.036874
M1145.314T786	1145.313554	786.4601369
M1145.314T911	1145.314008	910.7546791
M1146.317T786	1146.316899	786.4527621
M1147.715T1047	1147.715122	1046.575722
M1199.797T1283	1199.796724	1282.649688
M1261.894T1045	1261.893922	1045.398699
M1262.899T1046	1262.899375	1045.750448
M1263.909T1046	1263.908833	1045.616394
M1281.863T1012	1281.863054	1011.638699
M1282.867T1019	1282.866956	1019.377748
M1283.878T1012	1283.877844	1012.38687
M1283.881T1045	1283.880861	1045.061187
M1284.884T1049	1284.883575	1049.246127
M1285.895T1046	1285.894787	1045.616394
M1286.898T1046	1286.897787	1046.16651
M1288.018T1288	1288.018164	1288.068625
M1289.021T1288	1289.021422	1288.106792
M1298.796T1045	1298.795574	1045.179037
M1301.926T1047	1301.926473	1046.55187
M1303.942T1046	1303.941625	1046.30942
M1304.945T1046	1304.945457	1046.266254
M1323.91T1014	1323.909761	1014.068777
M1476.862T1011	1476.861712	1010.794042
M1492.07T1087	1492.070125	1087.247673
M1512.134T1090	1512.133957	1090.42822
M1514.094T1077	1514.094411	1077.056862
M1538.149T1097	1538.149298	1096.772622
M1539.152T1095	1539.152105	1095.271461
M1540.164T1094	1540.164159	1093.945049
M1560.135T1094	1560.134573	1093.852655
M1560.959T1013	1560.959487	1013.355801
M1561.138T1094	1561.137889	1093.901862
M1561.961T1013	1561.961341	1013.356034
M1562.15T1095	1562.149696	1094.53803
M1563.154T1095	1563.154155	1094.559861
M1564.167T1093	1564.166664	1092.54829
M1565.171T1092	1565.170892	1092.458348
M1566.166T1089	1566.166119	1089.363431
M1566.181T1092	1566.180671	1092.102796
M1567.185T1092	1567.185264	1091.841887
M1568.195T1091	1568.194562	1091.458796
M1569.199T1091	1569.19926	1091.033591
M1595.494T496	1595.494335	495.7960805
